school_name	school_section	cca_grouping_desc	cca_generic_name	cca_customized_name
ANGLO-CHINESE JUNIOR COLLEGE	JUNIOR COLLEGE	PHYSICAL SPORTS	TRACK & FIELD	na
ANGLO-CHINESE JUNIOR COLLEGE	JUNIOR COLLEGE	PHYSICAL SPORTS	TABLE TENNIS	na
ANGLO-CHINESE JUNIOR COLLEGE	JUNIOR COLLEGE	PHYSICAL SPORTS	TENNIS	na
ANGLO-CHINESE JUNIOR COLLEGE	JUNIOR COLLEGE	PHYSICAL SPORTS	WATER POLO	na
ANGLO-CHINESE JUNIOR COLLEGE	JUNIOR COLLEGE	UNIFORMED GROUPS	BOYS' BRIGADE	na
ANGLO-CHINESE JUNIOR COLLEGE	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	ORCHESTRA - CHINESE	CHINESE ORCHESTRA
ANGLO-CHINESE JUNIOR COLLEGE	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	CHOIR	na
ANGLO-CHINESE JUNIOR COLLEGE	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	ENSEMBLE - STRING	na
ANGLO-CHINESE JUNIOR COLLEGE	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	BAND - SYMPHONIC	CONCERT BAND
ANGLO-CHINESE JUNIOR COLLEGE	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	ENSEMBLE - HARP	na
ANGLO-CHINESE JUNIOR COLLEGE	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	ARTS COMMITTEE	ARTS COUNCIL
ANGLO-CHINESE JUNIOR COLLEGE	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	ART AND CRAFT CLUB	ART CLUB
ANGLO-CHINESE JUNIOR COLLEGE	JUNIOR COLLEGE	CLUBS AND SOCIETIES	BIOLOGY SOCIETY	BIOCHEMISTRY CLUB
ANGLO-CHINESE JUNIOR COLLEGE	JUNIOR COLLEGE	CLUBS AND SOCIETIES	CHINESE SOCIETY	CHINESE CULTURAL SOCIETY
ANGLO-CHINESE JUNIOR COLLEGE	JUNIOR COLLEGE	CLUBS AND SOCIETIES	CREATIVE WRITING CLUB	CREATIVE WRITING CIRCLE
ANGLO-CHINESE JUNIOR COLLEGE	JUNIOR COLLEGE	CLUBS AND SOCIETIES	DEBATING AND ORATORICAL SOCIETY	na
ANGLO-CHINESE JUNIOR COLLEGE	JUNIOR COLLEGE	CLUBS AND SOCIETIES	FIRST AID CLUB	FIRST AID UNIT
ANGLO-CHINESE JUNIOR COLLEGE	JUNIOR COLLEGE	CLUBS AND SOCIETIES	INTERACT CLUB	na
ANGLO-CHINESE JUNIOR COLLEGE	JUNIOR COLLEGE	CLUBS AND SOCIETIES	LIBRARY COUNCIL	LIBRARY
ANGLO-CHINESE JUNIOR COLLEGE	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	PHOTOGRAPHIC SOCIETY	na
ANGLO-CHINESE JUNIOR COLLEGE	JUNIOR COLLEGE	CLUBS AND SOCIETIES	SINGAPORE YOUTH FLYING CLUB	na
ANGLO-CHINESE JUNIOR COLLEGE	JUNIOR COLLEGE	CLUBS AND SOCIETIES	GREEN CLUB	GREEN CLUB
ANGLO-CHINESE JUNIOR COLLEGE	JUNIOR COLLEGE	CLUBS AND SOCIETIES	MALAY LANGUAGE SOCIETY	MALAY CULTURAL SOCIETY
ANGLO-CHINESE JUNIOR COLLEGE	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	PERFORMING ARTS CLUB	na
ANGLO-CHINESE JUNIOR COLLEGE	JUNIOR COLLEGE	CLUBS AND SOCIETIES	TAMIL LANGUAGE SOCIETY	TAMIL CULTURAL SOCIETY
ANGLO-CHINESE JUNIOR COLLEGE	JUNIOR COLLEGE	CLUBS AND SOCIETIES	MEDIA RESOURCE CLUB	MEDIA RESOURCE CREW
ANGLO-CHINESE JUNIOR COLLEGE	JUNIOR COLLEGE	CLUBS AND SOCIETIES	LIFEGUARD CORPS	na
ANGLO-CHINESE JUNIOR COLLEGE	JUNIOR COLLEGE	CLUBS AND SOCIETIES	CHRISTIAN SOCIETY	CHRISTIAN FELLOWSHIP
ANGLO-CHINESE JUNIOR COLLEGE	JUNIOR COLLEGE	CLUBS AND SOCIETIES	STRATEGIC GAMES CLUB	na
ANGLO-CHINESE JUNIOR COLLEGE	JUNIOR COLLEGE	CLUBS AND SOCIETIES	ENTREE COUNCIL	ENTREPRENEURSHIP CLUB
ANGLO-CHINESE JUNIOR COLLEGE	JUNIOR COLLEGE	PHYSICAL SPORTS	GOLF	na
ANGLO-CHINESE SCHOOL (BARKER ROAD)	SECONDARY	UNIFORMED GROUPS	BOYS' BRIGADE	na
ANGLO-CHINESE SCHOOL (BARKER ROAD)	SECONDARY	UNIFORMED GROUPS	NPCC	na
ANGLO-CHINESE SCHOOL (BARKER ROAD)	SECONDARY	UNIFORMED GROUPS	SCOUTS	na
ANGLO-CHINESE SCHOOL (BARKER ROAD)	SECONDARY	UNIFORMED GROUPS	NCC (SEA)	na
ANGLO-CHINESE SCHOOL (BARKER ROAD)	SECONDARY	VISUAL AND PERFORMING ARTS	ORCHESTRA - CHINESE	CHINESE ORCHESTRA
ANGLO-CHINESE SCHOOL (BARKER ROAD)	SECONDARY	VISUAL AND PERFORMING ARTS	CHOIR	na
ANGLO-CHINESE SCHOOL (BARKER ROAD)	SECONDARY	VISUAL AND PERFORMING ARTS	DANCE - INTERNATIONAL	DANCE @ ACS
ANGLO-CHINESE SCHOOL (BARKER ROAD)	SECONDARY	VISUAL AND PERFORMING ARTS	DRAMA - ENGLISH	DRAMA @ ACS
ANGLO-CHINESE SCHOOL (BARKER ROAD)	SECONDARY	PHYSICAL SPORTS	BADMINTON	na
ANGLO-CHINESE SCHOOL (BARKER ROAD)	SECONDARY	PHYSICAL SPORTS	BASKETBALL	na
ANGLO-CHINESE SCHOOL (BARKER ROAD)	SECONDARY	PHYSICAL SPORTS	HOCKEY	na
ANGLO-CHINESE SCHOOL (BARKER ROAD)	SECONDARY	PHYSICAL SPORTS	RUGBY	na
ANGLO-CHINESE SCHOOL (BARKER ROAD)	SECONDARY	PHYSICAL SPORTS	FOOTBALL	na
ANGLO-CHINESE SCHOOL (BARKER ROAD)	SECONDARY	PHYSICAL SPORTS	SWIMMING	na
ANGLO-CHINESE SCHOOL (BARKER ROAD)	SECONDARY	PHYSICAL SPORTS	TABLE TENNIS	na
ANGLO-CHINESE SCHOOL (BARKER ROAD)	SECONDARY	PHYSICAL SPORTS	TENNIS	na
ANGLO-CHINESE SCHOOL (BARKER ROAD)	SECONDARY	PHYSICAL SPORTS	WATER POLO	na
ANGLO-CHINESE SCHOOL (BARKER ROAD)	SECONDARY	PHYSICAL SPORTS	FLOORBALL	na
ANGLO-CHINESE SCHOOL (BARKER ROAD)	SECONDARY	PHYSICAL SPORTS	TEN-PIN BOWLING	na
ANGLO-CHINESE SCHOOL (BARKER ROAD)	SECONDARY	CLUBS AND SOCIETIES	DEBATING AND ORATORICAL SOCIETY	DEBATES @ ACS
CREST SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	ART AND CRAFT CLUB	VISUAL ARTS CLUB
ANGLO-CHINESE SCHOOL (BARKER ROAD)	SECONDARY	CLUBS AND SOCIETIES	CHRISTIAN SOCIETY	na
ANGLO-CHINESE SCHOOL (BARKER ROAD)	SECONDARY	CLUBS AND SOCIETIES	INFOCOM CLUB	"Infocom Club - Media Resource, Digital Media & Robotics"
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	PHYSICAL SPORTS	RUGBY	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	PHYSICAL SPORTS	RUGBY	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	PHYSICAL SPORTS	FOOTBALL	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	PHYSICAL SPORTS	FOOTBALL	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	PHYSICAL SPORTS	SOFTBALL	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	PHYSICAL SPORTS	SOFTBALL	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	PHYSICAL SPORTS	SQUASH	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	PHYSICAL SPORTS	SQUASH	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	PHYSICAL SPORTS	SWIMMING	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	PHYSICAL SPORTS	SWIMMING	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	PHYSICAL SPORTS	SAILING	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	PHYSICAL SPORTS	SAILING	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	PHYSICAL SPORTS	TRACK & FIELD	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	PHYSICAL SPORTS	TRACK & FIELD	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	PHYSICAL SPORTS	TENNIS	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	PHYSICAL SPORTS	TENNIS	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	PHYSICAL SPORTS	WATER POLO	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	PHYSICAL SPORTS	WATER POLO	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	CLUBS AND SOCIETIES	PLAYWRIGHTS' CLUB	ODYSSEY OF THE MIND
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	CLUBS AND SOCIETIES	PLAYWRIGHTS' CLUB	ODYSSEY OF THE MIND
BEDOK SOUTH SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	BAND - CONCERT	SYMPHONIC BAND
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	PHYSICAL SPORTS	AIR RIFLE / SHOOTING	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	PHYSICAL SPORTS	AIR RIFLE / SHOOTING	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	PHYSICAL SPORTS	BADMINTON	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	PHYSICAL SPORTS	BADMINTON	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	PHYSICAL SPORTS	BASKETBALL	BASKETBALL
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	PHYSICAL SPORTS	BASKETBALL	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	PHYSICAL SPORTS	CANOEING/ROWING/DRAGON BOAT	CANOEING & DRAGON BOAT RACING TEAM
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	PHYSICAL SPORTS	CANOEING/ROWING/DRAGON BOAT	CANOEING & DRAGON BOAT RACING TEAM
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	PHYSICAL SPORTS	CRICKET	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	PHYSICAL SPORTS	CRICKET	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	PHYSICAL SPORTS	CROSS COUNTRY	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	PHYSICAL SPORTS	CROSS COUNTRY	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	PHYSICAL SPORTS	FLOORBALL	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	PHYSICAL SPORTS	FLOORBALL	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	PHYSICAL SPORTS	TEN-PIN BOWLING	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	PHYSICAL SPORTS	TEN-PIN BOWLING	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	PHYSICAL SPORTS	GOLF	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	PHYSICAL SPORTS	GOLF	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	UNIFORMED GROUPS	BOYS' BRIGADE	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	UNIFORMED GROUPS	BOYS' BRIGADE	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	UNIFORMED GROUPS	NPCC	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	UNIFORMED GROUPS	NPCC	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	UNIFORMED GROUPS	ST. JOHN BRIGADE	ST. JOHN BRIGADE
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	UNIFORMED GROUPS	ST. JOHN BRIGADE	ST. JOHN BRIGADE
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	UNIFORMED GROUPS	SCOUTS	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	UNIFORMED GROUPS	SCOUTS	na
DAMAI SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	ART AND CRAFT CLUB	ART CLUB
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	UNIFORMED GROUPS	NCC(AIR)	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	UNIFORMED GROUPS	NCC (LAND)	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	UNIFORMED GROUPS	NCC (LAND)	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	UNIFORMED GROUPS	NCC (SEA)	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	UNIFORMED GROUPS	NCC (SEA)	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	UNIFORMED GROUPS	NATIONAL CIVIL DEFENCE CADET CORPS	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	UNIFORMED GROUPS	NATIONAL CIVIL DEFENCE CADET CORPS	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	VISUAL AND PERFORMING ARTS	CHOIR	SECONDARY CHOIR
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	CLUBS AND SOCIETIES	GLOBAL AWARENESS	YOUNG DIPLOMAT'S SOCIETY
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	CLUBS AND SOCIETIES	GREEN CLUB	ENVIRONMENT FOCUS GROUP
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	CLUBS AND SOCIETIES	GREEN CLUB	ENVIRONMENT FOCUS GROUP
DEYI SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	ART AND CRAFT CLUB	ART CLUB
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	CLUBS AND SOCIETIES	ROBOTICS CLUB	na
DUNMAN HIGH SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	ART AND CRAFT CLUB	ART CLUB
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	CLUBS AND SOCIETIES	AUDIO VIDEO AND INFORMATION TECHNOLOGY CLUB	MPAC
EAST SPRING SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	ART AND CRAFT CLUB	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	CLUBS AND SOCIETIES	SCIENCE RESEARCH SOCIETY	SCIENCE RESEARCH CHALLENGE
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	CHOIR	VOCAL ACCORD
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - GUITAR	GUITAR ORCHESTRA
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	ENSEMBLE - GUITAR	GUITAR ORCHESTRA
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - STRING	PHILHARMONIC ORCHESTRA
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	ENSEMBLE - STRING	PHILHARMONIC ORCHESTRA
BEDOK VIEW SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	BAND - CONCERT	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	BAND - SYMPHONIC	SYMPHONIC BAND
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	VISUAL AND PERFORMING ARTS	DANCE - MODERN	DANCE VENIA
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	DANCE - MODERN	DANCE VENIA
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	VISUAL AND PERFORMING ARTS	DRAMA - CHINESE	CULTURAL PERFORMING ARTS CLUB
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	DRAMA - CHINESE	CULTURAL PERFORMING ARTS CLUB
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	VISUAL AND PERFORMING ARTS	DRAMA - ENGLISH	DRAMA CLUB
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	DRAMA - ENGLISH	DRAMA CLUB
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	CLUBS AND SOCIETIES	ASTRONOMY CLUB	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	CLUBS AND SOCIETIES	ASTRONOMY CLUB	na
EDGEFIELD SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	ART AND CRAFT CLUB	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	CLUBS AND SOCIETIES	AUDIO & VIDEO/ PA CLUB	MEDIA RESOURCE TEAM
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	CLUBS AND SOCIETIES	CHESS CLUB - INTERNATIONAL	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	CLUBS AND SOCIETIES	CHESS CLUB	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	CLUBS AND SOCIETIES	DEBATING AND ORATORICAL SOCIETY	DEBATE CLUB
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	CLUBS AND SOCIETIES	DEBATING AND ORATORICAL SOCIETY	DEBATE CLUB
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	CLUBS AND SOCIETIES	INTERACT CLUB	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	CLUBS AND SOCIETIES	INTERACT CLUB	na
BOON LAY SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	BAND - CONCERT	CONCERT BAND
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	CLUBS AND SOCIETIES	LIBRARY COUNCIL	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	CLUBS AND SOCIETIES	MATHEMATICS SOCIETY	MATHEMATICS COMPETITION TEAM
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	CLUBS AND SOCIETIES	MATHEMATICS SOCIETY	MATHEMATICS COMPETITION TEAM
FUHUA SECONDARY SCHOOL	SECONDARY	VISUAL AND PERFORMING ARTS	ART AND CRAFT CLUB	ART CLUB
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	VISUAL AND PERFORMING ARTS	PHOTOGRAPHIC SOCIETY	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	CLUBS AND SOCIETIES	CO-OPERATIVE SOCIETY	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	JUNIOR COLLEGE	CLUBS AND SOCIETIES	CO-OPERATIVE SOCIETY	na
ANGLO-CHINESE SCHOOL (INDEPENDENT)	SECONDARY	CLUBS AND SOCIETIES	GLOBAL AWARENESS	YOUNG DIPLOMAT'S SOCIETY
ANGLO-CHINESE SCHOOL (JUNIOR)	PRIMARY	PHYSICAL SPORTS	BADMINTON	BADMINTON
ANGLO-CHINESE SCHOOL (JUNIOR)	PRIMARY	PHYSICAL SPORTS	RUGBY	RUGBY
ANGLO-CHINESE SCHOOL (JUNIOR)	PRIMARY	PHYSICAL SPORTS	FOOTBALL	FOOTBALL
ANGLO-CHINESE SCHOOL (JUNIOR)	PRIMARY	PHYSICAL SPORTS	SAILING	SAILING
ANGLO-CHINESE SCHOOL (JUNIOR)	PRIMARY	PHYSICAL SPORTS	TABLE TENNIS	TABLE TENNIS
ANGLO-CHINESE SCHOOL (JUNIOR)	PRIMARY	PHYSICAL SPORTS	TENNIS	TENNIS
ANGLO-CHINESE SCHOOL (JUNIOR)	PRIMARY	PHYSICAL SPORTS	TEN-PIN BOWLING	TEN-PIN BOWLING
ANGLO-CHINESE SCHOOL (JUNIOR)	PRIMARY	UNIFORMED GROUPS	BOYS' BRIGADE	THE BOYS' BRIGADE
ANGLO-CHINESE SCHOOL (JUNIOR)	PRIMARY	UNIFORMED GROUPS	SCOUTS	CADET SCOUTS
ANGLO-CHINESE SCHOOL (JUNIOR)	PRIMARY	VISUAL AND PERFORMING ARTS	CHOIR	CHOIR
ANGLO-CHINESE SCHOOL (JUNIOR)	PRIMARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - STRING	STRING ORCHESTRA
ANGLO-CHINESE SCHOOL (JUNIOR)	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - MODERN	JUNIOR VIBEZ
ANGLO-CHINESE SCHOOL (JUNIOR)	PRIMARY	VISUAL AND PERFORMING ARTS	BAND - CONCERT	CONCERT BAND
ANGLO-CHINESE SCHOOL (JUNIOR)	PRIMARY	VISUAL AND PERFORMING ARTS	ART AND CRAFT CLUB	ART CLUB
ANGLO-CHINESE SCHOOL (JUNIOR)	PRIMARY	CLUBS AND SOCIETIES	CHESS CLUB	CHESS CLUB
ANGLO-CHINESE SCHOOL (JUNIOR)	PRIMARY	CLUBS AND SOCIETIES	SCIENCE CLUB	SCIENCE CLUB
ANGLO-CHINESE SCHOOL (PRIMARY)	PRIMARY	PHYSICAL SPORTS	BADMINTON	BADMINTON
ANGLO-CHINESE SCHOOL (PRIMARY)	PRIMARY	PHYSICAL SPORTS	BASKETBALL	na
ANGLO-CHINESE SCHOOL (PRIMARY)	PRIMARY	PHYSICAL SPORTS	RUGBY	RUGBY
ANGLO-CHINESE SCHOOL (PRIMARY)	PRIMARY	PHYSICAL SPORTS	SOFTBALL	na
ANGLO-CHINESE SCHOOL (PRIMARY)	PRIMARY	PHYSICAL SPORTS	SWIMMING	na
ANGLO-CHINESE SCHOOL (PRIMARY)	PRIMARY	PHYSICAL SPORTS	TRACK & FIELD	na
ANGLO-CHINESE SCHOOL (PRIMARY)	PRIMARY	PHYSICAL SPORTS	TENNIS	na
ANGLO-CHINESE SCHOOL (PRIMARY)	PRIMARY	PHYSICAL SPORTS	FLOORBALL	na
ANGLO-CHINESE SCHOOL (PRIMARY)	PRIMARY	UNIFORMED GROUPS	BOYS' BRIGADE	BOYS' BRIGADE
ANGLO-CHINESE SCHOOL (PRIMARY)	PRIMARY	UNIFORMED GROUPS	SCOUTS	na
ANGLO-CHINESE SCHOOL (PRIMARY)	PRIMARY	VISUAL AND PERFORMING ARTS	CHOIR	na
ANGLO-CHINESE SCHOOL (PRIMARY)	PRIMARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - GUITAR	na
ANGLO-CHINESE SCHOOL (PRIMARY)	PRIMARY	VISUAL AND PERFORMING ARTS	ENSEMBLE - STRING	na
ANGLO-CHINESE SCHOOL (PRIMARY)	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - MODERN	SYNERGY
ANGLO-CHINESE SCHOOL (PRIMARY)	PRIMARY	PHYSICAL SPORTS	FOOTBALL	na
ANGLO-CHINESE SCHOOL (PRIMARY)	PRIMARY	VISUAL AND PERFORMING ARTS	ART AND CRAFT CLUB	na
ANGLO-CHINESE SCHOOL (PRIMARY)	PRIMARY	CLUBS AND SOCIETIES	AUDIO & VIDEO/ PA CLUB	PA CLUB
ANGLO-CHINESE SCHOOL (PRIMARY)	PRIMARY	CLUBS AND SOCIETIES	CHESS CLUB	na
ANGLO-CHINESE SCHOOL (PRIMARY)	PRIMARY	CLUBS AND SOCIETIES	COMPUTER CLUB	na
ANGLO-CHINESE SCHOOL (PRIMARY)	PRIMARY	CLUBS AND SOCIETIES	ROBOTICS CLUB	na
ANGLO-CHINESE SCHOOL (PRIMARY)	PRIMARY	CLUBS AND SOCIETIES	SCIENCE CLUB	na
ANGSANA PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	PREFECTORIAL BOARD	na
ANGSANA PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	BADMINTON	BADMINTON
ANGSANA PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	NETBALL	NETBALL
ANGSANA PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	FOOTBALL	FOOTBALL
ANGSANA PRIMARY SCHOOL	PRIMARY	PHYSICAL SPORTS	WUSHU	WUSHU
ANGSANA PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	SINGAPORE RED CROSS SOCIETY	RED CROSS
ANGSANA PRIMARY SCHOOL	PRIMARY	UNIFORMED GROUPS	SCOUTS	SCOUTS
ANGSANA PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	CHOIR	CHOIR
ANGSANA PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	DANCE - INTERNATIONAL	INTERNATIONAL DANCE
ANGSANA PRIMARY SCHOOL	PRIMARY	VISUAL AND PERFORMING ARTS	BAND - CONCERT	CONCERT BAND
ANGSANA PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	AUDIO & VIDEO/ PA CLUB	na
ANGSANA PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	INFOCOM CLUB	INFORMATION COMMUNICATION CLUB
ANGSANA PRIMARY SCHOOL	PRIMARY	CLUBS AND SOCIETIES	SCIENCE CLUB	YOUNG EXPLORERS
ASSUMPTION ENGLISH SCHOOL	SECONDARY	PHYSICAL SPORTS	BASKETBALL	na
ASSUMPTION ENGLISH SCHOOL	SECONDARY	PHYSICAL SPORTS	JUDO	na
ASSUMPTION ENGLISH SCHOOL	SECONDARY	PHYSICAL SPORTS	FOOTBALL	FOOTBALL
ASSUMPTION ENGLISH SCHOOL	SECONDARY	PHYSICAL SPORTS	SOFTBALL	na
ASSUMPTION ENGLISH SCHOOL	SECONDARY	PHYSICAL SPORTS	FLOORBALL	na
ASSUMPTION ENGLISH SCHOOL	SECONDARY	UNIFORMED GROUPS	GIRL GUIDES	na
